paper_id,title,authors,year,venue,url,doi,arxiv_id,pdf_url,code_url,code_available,capability_level,topic_track,inclusion_tier,medical_modality,clinical_area,state_representation,action_or_intervention,transition_model,outcome_or_reward,validation_level,description
MWM0129,A Framework for the generation of digital twins of cardiac electrophysiology from clinical 12-leads ECGs,Karli Gillette; Matthias A. F. Gsell; Anton J. Prassl; Elias Karabelas; Ursula Reiter; Gert Reiter; Thomas Grandits; Christian Payer; et al.,2021,Medical Image Analysis,https://doi.org/10.1016/j.media.2021.102080,10.1016/j.media.2021.102080,,,,unknown,L1 future prediction,T1_definition_review_digital_twin,background,MRI; physiology signal,cardiology; critical care/sepsis; radiology/general imaging,patient-specific simulator state,no_or_not_explicit,not_reported,future image/state,not_reported,Cardiac digital twins (Cardiac Digital Twin (CDT)s) of human electrophysiology (Electrophysiology (EP)) are digital replicas of patient hearts derived from clinical data that match like-for-like all available clinical…
MWM0130,A Vision for Leveraging the Concept of Digital Twins to Support the Provision of Personalized Cancer Care,Nilmini Wickramasinghe; Prem Prakash Jayaraman; Abdur Rahim Mohammad Forkan; Nalika Ulapane; Rohit Kaul; Stephen Vaughan; John Zelcer,2021,IEEE Internet Computing,https://doi.org/10.1109/mic.2021.3065381,10.1109/mic.2021.3065381,,,,unknown,L4 planning/control,T1_definition_review_digital_twin,background,not_reported,oncology/tumor; radiology/general imaging,patient-specific simulator state,yes,not_reported,treatment response,not_reported,Exploring the opportunity for applying digital twins in the healthcare context is an emerging research area that has the potential to support more personalized care.
MWM0131,Development of Digital Twins to Optimize Trauma Surgery and Postoperative Management. A Case Study Focusing on Tibial Plateau Fracture,Kévin Aubert; Arnaud Germaneau; Michel Rochette; Wenfeng Ye; Mathieu Severyns; Maxime Billot; Philippe Rigoard; Tanguy Vendeuvre,2021,Frontiers in Bioengineering and Biotechnology,https://doi.org/10.3389/fbioe.2021.722275,10.3389/fbioe.2021.722275,,https://www.frontiersin.org/articles/10.3389/fbioe.2021.722275/pdf,,unknown,L4 planning/control,T1_definition_review_digital_twin,background,X-ray/radiograph; surgical video/robotics,radiology/general imaging; surgery,patient-specific simulator state,yes,not_reported,clinical outcome/risk; future image/state,not_reported,"Background and context: Surgical procedures are evolving toward less invasive and more tailored approaches to consider the specific pathology, morphology, and life habits of a patient."
MWM0132,A Novel Cloud-Based Framework for the Elderly Healthcare Services Using Digital Twin,Ying Liu; Lin Zhang; Yuan Yang; Longfei Zhou; Lei Ren; Fei Wang; Rong Liu; Zhibo Pang; et al.,2019,IEEE Access,https://doi.org/10.1109/access.2019.2909828,10.1109/access.2019.2909828,,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08686260.pdf,,unknown,L4 planning/control,T1_definition_review_digital_twin,background,not_reported,radiology/general imaging,patient-specific simulator state,yes,not_reported,not_reported,not_reported,"With the development of technologies, such as big data, cloud computing, and the Internet of Things (IoT), digital twin is being applied in industry as a precision simulation technology from concept to practice."
MWM0133,EfficientNet in Digital Twin-based Cardiac Arrest Prediction and Analysis,Qasim Zia; Avais Jan; Zafar Iqbal; Mirza Ali; Mukarram Ali; Murray Patterson,2025,ArXiv.org,http://arxiv.org/abs/2509.07388,10.48550/arxiv.2509.07388,2509.07388,https://arxiv.org/pdf/2509.07388.pdf,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,background,not_reported,cardiology; radiology/general imaging,patient-specific simulator state,yes,not_reported,clinical outcome/risk; treatment response,not_reported,"Cardiac arrest is one of the biggest global health problems, and early identification and management are key to enhancing the patient's prognosis."
MWM0134,Large language models-enabled digital twins for precision medicine in rare gynecological tumors,Jacqueline Lammert; Nicole Pfarr; Leonid Kuligin; Sonja Mathes; Tobias Dreyer; Luise Modersohn; Patrick Metzger; Dyke Ferber; et al.,2025,npj Digital Medicine,https://doi.org/10.1038/s41746-025-01810-z,10.1038/s41746-025-01810-z,,https://www.nature.com/articles/s41746-025-01810-z.pdf,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,background,not_reported,oncology/tumor; radiology/general imaging,patient-specific simulator state,yes,not_reported,clinical outcome/risk; treatment response,not_reported,Rare gynecological tumors (RGTs) present major clinical challenges due to their low incidence and heterogeneity.
MWM0135,Conditional Diffusion Model for Longitudinal Medical Image Generation,Duy-Phuong Dao; Hyung-Jeong Yang; Jahae Kim,2024,arXiv (Cornell University),http://arxiv.org/abs/2411.05860,10.48550/arxiv.2411.05860,2411.05860,https://arxiv.org/pdf/2411.05860.pdf,,unknown,L4 planning/control,T3_longitudinal_disease_progression,background,MRI,neurology/neurodegeneration; radiology/general imaging,longitudinal image / disease latent state,yes,diffusion/generative transition,future image/state; control success,not_reported,Alzheimers disease progresses slowly and involves complex interaction between various biological factors.
MWM0136,Enhancing Amyloid PET Quantification: MRI-Guided Super-Resolution Using Latent Diffusion Models,Jay Shah; Yiming Che; Javad Sohankar; Ji Luo; Baoxin Li; Yi Su; Teresa Wu; for the Alzheimer’s Disease Neuroimaging Initiative,2024,Life,https://doi.org/10.3390/life14121580,10.3390/life14121580,,https://www.mdpi.com/2075-1729/14/12/1580/pdf?version=1733040705,,unknown,L1 future prediction,T3_longitudinal_disease_progression,background,MRI,neurology/neurodegeneration; radiology/general imaging,longitudinal image / disease latent state,no_or_not_explicit,diffusion/generative transition,future image/state; diagnosis,not_reported,"Amyloid PET imaging plays a crucial role in the diagnosis and research of Alzheimer’s disease (AD), allowing non-invasive detection of amyloid-β plaques in the brain."
MWM0137,Discovery of Parkinson's disease states and disease progression modelling: a longitudinal data study using machine learning,Kristen Severson; Lana M. Chahine; Luba Smolensky; Murtaza Dhuliawala; Mark Frasier; Kenney Ng; Soumya Ghosh; Jianying Hu,2021,The Lancet Digital Health,https://doi.org/10.1016/s2589-7500(21)00101-1,10.1016/s2589-7500(21)00101-1,,,,unknown,L4 planning/control,T3_longitudinal_disease_progression,background,not_reported,neurology/neurodegeneration; radiology/general imaging,longitudinal image / disease latent state,no_or_not_explicit,latent dynamics,clinical outcome/risk; future image/state; control success,prospective_or_trial,BACKGROUND: Parkinson's disease is heterogeneous in symptom presentation and progression.
MWM0138,LDGAN: Longitudinal-Diagnostic Generative Adversarial Network for Disease Progression Prediction with Missing Structural MRI,Zhenyuan Ning; Yu Zhang; Yongsheng Pan; Tao Zhong; Mingxia Liu; Dinggang Shen,2020,Lecture notes in computer science,https://doi.org/10.1007/978-3-030-59861-7_18,10.1007/978-3-030-59861-7_18,,,,unknown,L1 future prediction,T3_longitudinal_disease_progression,background,MRI,radiology/general imaging,longitudinal image / disease latent state,no_or_not_explicit,temporal trajectory model,future image/state; diagnosis,not_reported,metadata-only candidate; needs reading note
MWM0139,Predicting PET-derived myelin content from multisequence MRI for individual longitudinal analysis in multiple sclerosis,Wen Wei; Émilie Poirion; Benedetta Bodini; Mattéo Tonietto; Stanley Durrleman; Olivier Colliot; Bruno Stankoff; Nicholas Ayache,2020,NeuroImage,https://doi.org/10.1016/j.neuroimage.2020.117308,10.1016/j.neuroimage.2020.117308,,,,unknown,L1 future prediction,T3_longitudinal_disease_progression,background,MRI,neurology/neurodegeneration; radiology/general imaging,longitudinal image / disease latent state,no_or_not_explicit,temporal trajectory model,future image/state; diagnosis,prospective_or_trial,Multiple sclerosis (MS) is a demyelinating and inflammatory disease of the central nervous system (CNS).
MWM0140,Deep Ensemble Tensor Factorization for Longitudinal Patient Trajectories Classification,Edward De Brouwer; Jaak Simm; Ádám Arany; Yves Moreau,2018,arXiv (Cornell University),http://arxiv.org/abs/1811.10501,10.48550/arxiv.1811.10501,1811.10501,https://arxiv.org/pdf/1811.10501.pdf,,unknown,L1 future prediction,T3_longitudinal_disease_progression,background,not_reported,radiology/general imaging,longitudinal image / disease latent state,no_or_not_explicit,temporal trajectory model,clinical outcome/risk; future image/state,not_reported,We present a generative approach to classify scarcely observed longitudinal patient trajectories.
MWM0141,Self-supervised learning of neighborhood embedding for longitudinal MRI,Jiahong Ouyang; Qingyu Zhao; Ehsan Adeli; Greg Zaharchuk; Kilian M. Pohl,2022,Medical Image Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/10168684,10.1016/j.media.2022.102571,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10168684/pdf/nihms-1896138.pdf,,unknown,L1 future prediction,T3_longitudinal_disease_progression,background,MRI,radiology/general imaging,longitudinal image / disease latent state,no_or_not_explicit,temporal trajectory model,future image/state,not_reported,metadata-only candidate; needs reading note
MWM0142,"Trajectories of Perioperative Serum Tumor Markers and Colorectal Cancer Outcomes: A Retrospective, Multicenter Longitudinal Cohort Study",Chunxia Li; Dafu Zhang; Xiaolin Pang; Hongjiang Pu; Ming Lei; Bingbing Fan; Jiali Lv; Dingyun You; et al.,2021,EBioMedicine,https://doi.org/10.1016/j.ebiom.2021.103706,10.1016/j.ebiom.2021.103706,,,,unknown,L1 future prediction,T3_longitudinal_disease_progression,background,not_reported,oncology/tumor; radiology/general imaging,longitudinal image / disease latent state,no_or_not_explicit,latent dynamics,clinical outcome/risk; future image/state,external_or_multicenter,"BACKGROUND: The dynamic monitoring of perioperative carcinoembryonic antigen (CEA) is recommended by current colorectal cancer (CRC) guidelines, while the benefits of additional measurements of carbohydrate antigen 19-9…"
MWM0143,Systematic review of foundation models for structured electronic health records,Lin Lawrence Guo; Santiago Eduardo Arciniegas; Adam P. Yan; Jason Fries; George Tomlinson; Lillian Sung,2026,Journal of the American Medical Informatics Association,https://pmc.ncbi.nlm.nih.gov/articles/PMC13197186/,10.1093/jamia/ocag033,,,,unknown,L1 future prediction,T4_ehr_patient_trajectory,background,EHR/structured records,radiology/general imaging; chronic disease/digital health,patient timeline / structured EHR state,yes,autoregressive/transformer transition,clinical outcome/risk; future image/state,retrospective_benchmark,"PURPOSE: Foundation models pretrained on structured electronic health record (EHR) data promise improved predictive performance, sample efficiency and resilience to distribution shifts."
MWM0144,Generating synthetic mixed-type longitudinal electronic health records for artificial intelligent applications,Jin Li; Benjamin J. Cairns; Jingsong Li; Tingting Zhu,2023,npj Digital Medicine,https://doi.org/10.1038/s41746-023-00834-7,10.1038/s41746-023-00834-7,,https://www.nature.com/articles/s41746-023-00834-7.pdf,,unknown,L1 future prediction,T4_ehr_patient_trajectory,background,EHR/structured records,radiology/general imaging; chronic disease/digital health,patient timeline / structured EHR state,no_or_not_explicit,temporal trajectory model,clinical outcome/risk; future image/state,retrospective_benchmark,The recent availability of electronic health records (EHRs) have provided enormous opportunities to develop artificial intelligence (AI) algorithms.
MWM0145,Synthetic Health-related Longitudinal Data with Mixed-type Variables Generated using Diffusion Models,Nicholas I-Hsien Kuo; Louisa Jorm; Sebastiano Barbieri,2023,arXiv (Cornell University),http://arxiv.org/abs/2303.12281,10.48550/arxiv.2303.12281,2303.12281,https://arxiv.org/pdf/2303.12281.pdf,,unknown,L1 future prediction,T4_ehr_patient_trajectory,background,EHR/structured records,radiology/general imaging; chronic disease/digital health,patient timeline / structured EHR state,no_or_not_explicit,diffusion/generative transition,clinical outcome/risk; future image/state,retrospective_benchmark,This paper presents a novel approach to simulating electronic health records (EHRs) using diffusion probabilistic models (DPMs).
MWM0146,Learning to Treat Hypotensive Episodes in Sepsis Patients Using a Counterfactual Reasoning Framework,Russell Jeter; Li-wei H. Lehman; Christopher S. Josef; Supreeth P. Shashikumar; Shamim Nemati,2021,medRxiv,https://doi.org/10.1101/2021.03.03.21252863,10.1101/2021.03.03.21252863,,https://www.medrxiv.org/content/medrxiv/early/2021/03/07/2021.03.03.21252863.full.pdf,,unknown,L3 counterfactual reasoning,T5_counterfactual_treatment_planning,background,physiology signal,critical care/sepsis; radiology/general imaging,latent state,yes,not_reported,clinical outcome/risk; treatment response; diagnosis,expert_evaluation,Abstract The optimal treatment strategy for volume resuscitation and vasopressor dosing to combat hypotensive episodes in septic patients remains a subject of ongoing controversy and can vary from clinician to clinician.
MWM0147,Training Calibration-based Counterfactual Explainers for Deep Learning Models in Medical Image Analysis,Jayaraman J. Thiagarajan; Kowshik Thopalli; Deepta Rajan; Pavan Turaga,2021,Research Square,https://doi.org/10.21203/rs.3.rs-929235/v1,10.21203/rs.3.rs-929235/v1,,https://www.researchsquare.com/article/rs-929235/latest.pdf,,unknown,L3 counterfactual reasoning,T5_counterfactual_treatment_planning,background,X-ray/radiograph,radiology/general imaging,latent state,yes,not_reported,future image/state; treatment response,not_reported,"Abstract Artificial intelligence methods such as deep neural networks promise unprecedented capabilities in healthcare, from diagnosing diseases to prescribing treatments."
MWM0148,Preparing for the next COVID: Deep Reinforcement Learning trained Artificial Intelligence discovery of multi-modal immunomodulatory control of systemic inflammation in the absence of effective anti-microbials,Dale Larie; Gary An; Chase Cockrell,2022,bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.1101/2022.02.17.480940,10.1101/2022.02.17.480940,,https://www.biorxiv.org/content/biorxiv/early/2022/02/18/2022.02.17.480940.full.pdf,,unknown,L4 planning/control,T5_counterfactual_treatment_planning,background,physiology signal,critical care/sepsis; radiology/general imaging,latent state,yes,not_reported,treatment response; control success,not_reported,"Background: Despite a great deal of interest in the application of artificial intelligence (AI) to sepsis/critical illness, most current approaches are limited in their potential impact: prediction models do not (and…"
MWM0149,Towards AI-based Precision Rehabilitation via Contextual Model-based Reinforcement Learning,Dongze Ye; Haipeng Luo; Carolee J. Winstein; Nicolas Schweighofer,2025,medRxiv,https://doi.org/10.1101/2025.01.13.24319196,10.1101/2025.01.13.24319196,,https://www.medrxiv.org/content/medrxiv/early/2025/01/15/2025.01.13.24319196.full.pdf,,unknown,L2 action-conditioned simulation,T5_counterfactual_treatment_planning,background,physiology signal,oncology/tumor; critical care/sepsis; radiology/general imaging,latent state,yes,not_reported,clinical outcome/risk; treatment response,expert_evaluation,"Abstract Background Stroke is a condition marked by considerable variability in lesions, recovery trajectories, and responses to therapy."
MWM0150,"auton-survival: an Open-Source Package for Regression, Counterfactual Estimation, Evaluation and Phenotyping with Censored Time-to-Event Data",Chirag Nagpal; Willa Potosnak; Artur Dubrawski,2022,arXiv (Cornell University),http://arxiv.org/abs/2204.07276,10.48550/arxiv.2204.07276,2204.07276,https://arxiv.org/pdf/2204.07276.pdf,not_extracted,yes,L3 counterfactual reasoning,T5_counterfactual_treatment_planning,background,not_reported,oncology/tumor; radiology/general imaging,latent state,yes,not_reported,clinical outcome/risk; treatment response,retrospective_benchmark,"Applications of machine learning in healthcare often require working with time-to-event prediction tasks including prognostication of an adverse event, re-hospitalization or death."
MWM0151,Optimized glycemic control of type 2 diabetes with reinforcement learning: a proof-of-concept trial,Guangyu Wang; Xiaohong Liu; Zhen Ying; Guoxing Yang; Zhiwei Chen; Zhiwen Liu; Min Zhang; Hongmei Yan; et al.,2023,Nature Medicine,https://doi.org/10.1038/s41591-023-02552-9,10.1038/s41591-023-02552-9,,https://www.nature.com/articles/s41591-023-02552-9.pdf,,unknown,L4 planning/control,T5_counterfactual_treatment_planning,background,not_reported,radiology/general imaging; chronic disease/digital health,latent state,yes,not_reported,clinical outcome/risk; treatment response; control success,expert_evaluation,Abstract The personalized titration and optimization of insulin regimens for treatment of type 2 diabetes (T2D) are resource-demanding healthcare tasks.
MWM0152,Double Robust Representation Learning for Counterfactual Prediction,Shuxi Zeng; Serge Assaad; Chenyang Tao; Shounak Datta; Lawrence Carin; Fan Li,2020,arXiv (Cornell University),http://arxiv.org/abs/2010.07866,10.48550/arxiv.2010.07866,2010.07866,https://arxiv.org/pdf/2010.07866.pdf,,unknown,L4 planning/control,T5_counterfactual_treatment_planning,background,not_reported,radiology/general imaging,latent state,yes,not_reported,clinical outcome/risk; treatment response; control success,not_reported,"Causal inference, or counterfactual prediction, is central to decision making in healthcare, policy and social sciences."
MWM0153,A Randomized Prospective Blinded Study Validating Acquistion of Ureteroscopy Skills Using A Computer Based Virtual Reality Endourological Simulator,James Watterson; Darren Beiko; James K. Kuan; John D. Denstedt,2002,The Journal of Urology,https://doi.org/10.1016/s0022-5347(05)64265-6,10.1016/s0022-5347(05)64265-6,,,,unknown,L4 planning/control,T5_counterfactual_treatment_planning,background,surgical video/robotics,cardiology; critical care/sepsis; radiology/general imaging; surgery,latent state,yes,not_reported,future image/state; treatment response; diagnosis; control success,prospective_or_trial,No AccessJournal of UrologyCLINICAL UROLOGY: Original Articles1 Nov 2002A Randomized Prospective Blinded Study Validating Acquistion of Ureteroscopy Skills Using A Computer Based Virtual Reality Endourological Simulator…
MWM0154,Cosmos-Surg-DVRK: World Foundation Model-Based Automated Online Evaluation of Surgical Robot Policy Learning,Lukas Zbinden; Nigel Nelson; Juo-Tung Chen; Xinhao Chen; Ji Woong Kim; Mahdi Azizian; Axel Krieger; Sean D. Huver,2026,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2026.3675962,10.1109/lra.2026.3675962,,,,unknown,L4 planning/control,T6_surgical_robotic_physiology_world_model,background,surgical video/robotics,radiology/general imaging; surgery,visual-motor / physiology state,yes,not_reported,clinical outcome/risk; control success,retrospective_benchmark,The rise of robot-assisted surgery and vision language-action models has accelerated progress in autonomous surgical policies and efficient assessment strategies.
MWM0155,US-JEPA: A Joint Embedding Predictive Architecture for Medical Ultrasound,Ashwath Radhachandran; Vedrana Ivezić; Shreeram Athreya; Ronit Anilkumar; Corey Arnold; William Speier,2026,arXiv (Cornell University),http://arxiv.org/abs/2602.19322,,2602.19322,https://arxiv.org/pdf/2602.19322.pdf,,unknown,L0 static prediction,T6_surgical_robotic_physiology_world_model,background,ultrasound/echocardiography,radiology/general imaging,visual-motor / physiology state,no_or_not_explicit,latent dynamics,not_reported,retrospective_benchmark,Ultrasound (US) imaging poses unique challenges for representation learning due to its inherently noisy acquisition process.
MWM0156,Surgical embodied intelligence for generalized task autonomy in laparoscopic robot-assisted surgery,Yonghao Long; Anran Lin; Desmond Kwok; Lin Zhang; Zhenya Yang; Kejian Shi; Lei Song; Jiawei Fu; et al.,2025,Science Robotics,https://doi.org/10.1126/scirobotics.adt3093,10.1126/scirobotics.adt3093,,,not_extracted,yes,L4 planning/control,T6_surgical_robotic_physiology_world_model,background,surgical video/robotics,radiology/general imaging; surgery,visual-motor / physiology state,yes,not_reported,future image/state; control success,not_reported,Surgical robots capable of autonomously performing various tasks could enhance efficiency and augment human productivity in addressing clinical needs.
MWM0157,Dream to Control: Learning Behaviors by Latent Imagination,Danijar Hafner; Timothy Lillicrap; Jimmy Ba; Mohammad Norouzi,2019,arXiv (Cornell University),https://arxiv.org/abs/1912.01603,10.48550/arXiv.1912.01603,1912.01603,https://arxiv.org/pdf/1912.01603.pdf,,unknown,L4 planning/control,T7_background_methods,background,not_reported,radiology/general imaging,latent state,no_or_not_explicit,latent dynamics,control success,not_reported,Learned world models summarize an agent's experience to facilitate learning complex behaviors.
MWM0158,World Models,unknown,2018,unknown,https://arxiv.org/abs/1803.10122,10.48550/arXiv.1803.10122,1803.10122,https://arxiv.org/pdf/1803.10122.pdf,,unknown,L0 static prediction,T7_background_methods,background,not_reported,general healthcare,latent state,no_or_not_explicit,latent dynamics,not_reported,not_reported,metadata-only candidate; needs reading note
MWM0159,Self-supervised learning from images with a joint-embedding predictive architecture,Mahmoud Assran; Quentin Duval; Ishan Misra; Piotr Bojanowski; P. Vincent; Michael Rabbat; Yann LeCun; Nicolas Ballas,2023,unknown,https://arxiv.org/abs/2301.08243,10.48550/arXiv.2301.08243,2301.08243,https://arxiv.org/pdf/2301.08243.pdf,,unknown,L1 future prediction,T7_background_methods,background,not_reported,radiology/general imaging,latent state,no_or_not_explicit,autoregressive/transformer transition,not_reported,not_reported,This paper demonstrates an approach for learning highly semantic image representations without relying on hand-crafted data-augmentations.
MWM0160,Learning Latent Dynamics for Planning from Pixels,Danijar Hafner; Timothy Lillicrap; Ian Fischer; Ruben Villegas; David Ha; Honglak Lee; James Davidson,2019,arXiv (Cornell University),https://arxiv.org/abs/1811.04551,10.48550/arXiv.1811.04551,1811.04551,https://arxiv.org/pdf/1811.04551.pdf,,unknown,L4 planning/control,T7_background_methods,background,not_reported,critical care/sepsis; radiology/general imaging,latent state,yes,latent dynamics,control success,not_reported,Planning has been very successful for control tasks with known environment dynamics.
MWM0161,MRI Contrast Enhancement Kinetics World Model,Jindi Kong; Yuting He; Cong Xia; Rongjun Ge; Shuo Li,2026,arXiv,https://arxiv.org/abs/2602.19285,10.48550/arXiv.2602.19285,2602.19285,https://arxiv.org/pdf/2602.19285.pdf,https://github.com/DD0922/MRI-Contrast-Enhancement-Kinetics-World-Model,announced_not_verified,L1 future prediction,T2_imaging_representation_world_model,core,MRI/longitudinal imaging,radiology/general imaging; oncology/tumor,non-contrast MRI and latent anatomical state,no,continuous-time conditional latent diffusion,future contrast-enhanced MRI image,retrospective_benchmark,Clinical MRI contrast acquisition suffers from inefficient information yield.
MWM0162,Mastering Atari with Discrete World Models (DreamerV2),Danijar Hafner; Timothy Lillicrap; Mohammad Norouzi; Jimmy Ba,2021,ICLR 2021,https://arxiv.org/abs/2010.02193,,2010.02193,,https://github.com/danijar/dreamerv2,yes,L4 planning/control,T7_background_methods,background,,,,yes,,,not_reported,First agent to reach human-level Atari purely inside a world model with discrete latent representations.
MWM0163,Mastering Diverse Domains through World Models (DreamerV3),Danijar Hafner; Jurgis Pasukonis; Jimmy Ba; Timothy Lillicrap,2023,arXiv,https://arxiv.org/abs/2301.04104,,2301.04104,,https://github.com/danijar/dreamerv3,yes,L4 planning/control,T7_background_methods,background,,,,yes,,,not_reported,"A general world-model agent mastering 150+ tasks with one configuration, including Minecraft diamonds from scratch."
MWM0164,DayDreamer: World Models for Physical Robot Learning,Philipp Wu; Alejandro Escontrela; Danijar Hafner; Ken Goldberg; Pieter Abbeel,2022,CoRL 2022,https://arxiv.org/abs/2206.14176,,2206.14176,,https://github.com/danijar/daydreamer,yes,L4 planning/control,T7_background_methods,background,,,,yes,,,not_reported,Applies Dreamer-style world models to train physical robots in the real world without simulators.
MWM0165,Transformers are Sample-Efficient World Models (IRIS),Vincent Micheli; Eloi Alonso; François Fleuret,2023,ICLR 2023,https://arxiv.org/abs/2209.00588,,2209.00588,,https://github.com/eloialonso/iris,yes,L4 planning/control,T7_background_methods,background,,,,yes,,,not_reported,A data-efficient agent learning in a world model built from a discrete autoencoder and an autoregressive Transformer over image tokens.
MWM0166,Transformer-based World Models Are Happy With 100k Interactions (TWM),Jan Robine; Marc Höftmann; Tobias Uelwer; Stefan Harmeling,2023,ICLR 2023,https://arxiv.org/abs/2303.07109,,2303.07109,,,unknown,L4 planning/control,T7_background_methods,background,,,,yes,,,not_reported,"A sample-efficient Transformer-XL world model attending jointly over latent states, actions, and rewards."
MWM0167,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model (MuZero)",Julian Schrittwieser; Ioannis Antonoglou; Thomas Hubert; Karen Simonyan; Laurent Sifre; Simon Schmitt; Arthur Guez; Edward Lockhart; Demis Hassabis; Thore Graepel; Timothy Lillicrap; David Silver,2020,Nature 2020,https://arxiv.org/abs/1911.08265,10.1038/s41586-020-03051-4,1911.08265,,,unknown,L4 planning/control,T7_background_methods,background,,,,yes,,,not_reported,"Combines MCTS with a learned latent model predicting reward, value, and policy for superhuman play without known rules."
MWM0168,Temporal Difference Learning for Model Predictive Control (TD-MPC),Nicklas Hansen; Xiaolong Wang; Hao Su,2022,ICML 2022,https://arxiv.org/abs/2203.04955,,2203.04955,,https://github.com/nicklashansen/tdmpc,yes,L4 planning/control,T7_background_methods,background,,,,yes,,,not_reported,Jointly learns a task-oriented latent dynamics model and value function for trajectory optimization via MPC.
MWM0169,"TD-MPC2: Scalable, Robust World Models for Continuous Control",Nicklas Hansen; Hao Su; Xiaolong Wang,2024,ICLR 2024,https://arxiv.org/abs/2310.16828,,2310.16828,,https://github.com/nicklashansen/tdmpc2,yes,L4 planning/control,T7_background_methods,background,,,,yes,,,not_reported,Scales latent-space MPC world models to 104 tasks with a single multi-embodiment agent.
MWM0170,Deep Hierarchical Planning from Pixels (Director),Danijar Hafner; Kuang-Huei Lee; Ian Fischer; Pieter Abbeel,2022,NeurIPS 2022,https://arxiv.org/abs/2206.04114,,2206.04114,,https://github.com/danijar/director,yes,L4 planning/control,T7_background_methods,background,,,,yes,,,not_reported,Learns hierarchical behaviors with a high-level policy selecting latent goals inside a learned world model.
MWM0171,Genie: Generative Interactive Environments,Jake Bruce; Michael Dennis; Ashley Edwards; Jack Parker-Holder; Yuge Shi; et al.,2024,ICML 2024,https://arxiv.org/abs/2402.15391,,2402.15391,,,unknown,L2 action-conditioned simulation,T7_background_methods,background,,,,yes,,,not_reported,An 11B foundation world model trained unsupervised from internet videos that generates action-controllable playable 2D environments.
MWM0172,Genie 2: A Large-Scale Foundation World Model,Jack Parker-Holder; et al. (Google DeepMind),2024,Google DeepMind tech report,https://deepmind.google/blog/genie-2-a-large-scale-foundation-world-model/,,,,,unknown,L2 action-conditioned simulation,T7_background_methods,background,,,,yes,,,not_reported,A foundation world model generating action-controllable playable 3D environments from a single image prompt.
MWM0173,Genie 3: A New Frontier for World Models,Jack Parker-Holder; Shlomi Fruchter; et al. (Google DeepMind),2025,Google DeepMind tech report,https://deepmind.google/blog/genie-3-a-new-frontier-for-world-models/,,,,,unknown,L2 action-conditioned simulation,T7_background_methods,background,,,,yes,,,not_reported,A general world model generating text-promptable interactive environments navigable in real time at 24fps and 720p.
MWM0174,Diffusion for World Modeling: Visual Details Matter in Atari (DIAMOND),Eloi Alonso; Adam Jelley; Vincent Micheli; Anssi Kanervisto; Amos Storkey; Tim Pearce; François Fleuret,2024,NeurIPS 2024,https://arxiv.org/abs/2405.12399,,2405.12399,,https://github.com/eloialonso/diamond,yes,L4 planning/control,T7_background_methods,background,,,,yes,,,not_reported,A reinforcement-learning agent trained inside a diffusion-based world model that preserves visual details.
MWM0175,Revisiting Feature Prediction for Learning Visual Representations from Video (V-JEPA),Adrien Bardes; Quentin Garrido; Jean Ponce; Xinlei Chen; Michael Rabbat; Yann LeCun; Mahmoud Assran; Nicolas Ballas,2024,arXiv,https://arxiv.org/abs/2404.08471,,2404.08471,,https://github.com/facebookresearch/jepa,yes,L0 static prediction,T7_background_methods,background,,,,no_or_not_explicit,,,not_reported,Learns versatile video representations via feature prediction in latent space without pixel reconstruction.
MWM0176,"V-JEPA 2: Self-Supervised Video Models Enable Understanding, Prediction and Planning",Mido Assran; Adrien Bardes; et al. (Meta FAIR),2025,arXiv,https://arxiv.org/abs/2506.09985,,2506.09985,,,unknown,L2 action-conditioned simulation,T7_background_methods,background,,,,yes,,,not_reported,A video JEPA whose action-conditioned variant enables zero-shot robot planning on real manipulation tasks.
MWM0177,Cosmos World Foundation Model Platform for Physical AI,NVIDIA,2025,arXiv,https://arxiv.org/abs/2501.03575,,2501.03575,,,unknown,L2 action-conditioned simulation,T7_background_methods,background,,,,yes,,,not_reported,An open platform of generative world foundation models and tokenizers producing controllable synthetic video for physical-AI training.
MWM0178,GAIA-1: A Generative World Model for Autonomous Driving,Anthony Hu; Lloyd Russell; Hudson Yeo; Zak Murez; George Fedoseev; Alex Kendall; Jamie Shotton; Gianluca Corrado,2023,arXiv,https://arxiv.org/abs/2309.17080,,2309.17080,,,unknown,L2 action-conditioned simulation,T7_background_methods,background,,,,yes,,,not_reported,"A 9B generative driving world model predicting future video conditioned on past video, text, and action inputs."
MWM0179,GAIA-2: A Controllable Multi-View Generative World Model for Autonomous Driving,Lloyd Russell; Anthony Hu; Lorenzo Bertoni; George Fedoseev; Jamie Shotton; Elahe Arani; Gianluca Corrado,2025,arXiv,https://arxiv.org/abs/2503.20523,,2503.20523,,,unknown,L2 action-conditioned simulation,T7_background_methods,background,,,,yes,,,not_reported,"A latent-diffusion world model generating multi-camera driving video conditioned on ego dynamics, agents, and scene semantics."
